idx,ig_peak,attn_peak,has_motif,prob,motif_start,motif_end,ig_hit,attn_hit,ig_dist,attn_dist
4605,44,24,False,0.8505240082740784,,,,,,
4606,44,16,False,0.8746280074119568,,,,,,
4607,43,11,False,0.9057300090789795,,,,,,
4608,42,31,False,0.5684257745742798,,,,,,
4610,56,45,False,0.5455958247184753,,,,,,
4612,59,31,True,0.9250728487968445,58.0,66.0,True,False,2.5,30.5
4619,41,25,False,0.8897706270217896,,,,,,
4620,48,47,False,0.5597350597381592,,,,,,
4621,52,5,False,0.8914680480957031,,,,,,
4623,47,29,False,0.6768160462379456,,,,,,
4624,42,19,False,0.9080617427825928,,,,,,
4626,49,37,False,0.5603971481323242,,,,,,
4630,23,100,False,0.9831175804138184,,,,,,
4632,56,26,False,0.8938795328140259,,,,,,
4633,44,30,False,0.9244024157524109,,,,,,
4635,93,27,False,0.8982143402099609,,,,,,
4636,49,31,False,0.5419030785560608,,,,,,
4639,79,37,False,0.7474059462547302,,,,,,
4640,37,28,False,0.8171724677085876,,,,,,
4641,48,24,False,0.9345320463180542,,,,,,
4643,62,32,False,0.7150475978851318,,,,,,
4645,62,26,True,0.9275354146957397,60.0,68.0,True,False,1.5,37.5
4646,46,32,False,0.9035574793815613,,,,,,
4649,46,20,False,0.9887652397155762,,,,,,
4650,51,16,False,0.9123048186302185,,,,,,
4653,50,37,False,0.8580193519592285,,,,,,
4659,25,29,False,0.7618860602378845,,,,,,
4664,46,29,False,0.6386940479278564,,,,,,
4665,49,27,False,0.6904345154762268,,,,,,
4667,41,27,False,0.8395655155181885,,,,,,
4668,47,25,False,0.7736923694610596,,,,,,
4673,41,32,False,0.9029953479766846,,,,,,
4679,49,13,False,0.5082136988639832,,,,,,
4682,41,33,False,0.7578744888305664,,,,,,
4683,45,23,False,0.7726166248321533,,,,,,
4695,83,28,False,0.823635458946228,,,,,,
4698,47,24,False,0.862247884273529,,,,,,
4699,31,15,False,0.7927002310752869,,,,,,
4701,42,30,False,0.7065379023551941,,,,,,
4702,92,16,False,0.7528387904167175,,,,,,
4703,49,40,False,0.5529376864433289,,,,,,
4707,66,24,False,0.6329195499420166,,,,,,
4710,70,19,False,0.6190710067749023,,,,,,
4716,37,28,False,0.7841227054595947,,,,,,
4720,44,26,False,0.5965672731399536,,,,,,
4721,72,23,False,0.7623021006584167,,,,,,
4722,45,33,True,0.8728513717651367,87.0,95.0,False,False,45.5,57.5
4723,34,100,False,0.9029442071914673,,,,,,
4724,25,25,False,0.9882078766822815,,,,,,
4726,40,29,False,0.8708533644676208,,,,,,
4729,43,38,False,0.7587106227874756,,,,,,
4732,47,29,False,0.6714838147163391,,,,,,
4736,46,24,False,0.8490096926689148,,,,,,
4739,44,27,False,0.6950947642326355,,,,,,
4740,99,21,False,0.7740538120269775,,,,,,
4745,89,3,False,0.6310778856277466,,,,,,
4748,48,20,False,0.8990007042884827,,,,,,
4752,52,29,False,0.9599924683570862,,,,,,
4753,82,25,False,0.6613378524780273,,,,,,
4758,50,31,False,0.6169630885124207,,,,,,
4764,21,26,False,0.9695461988449097,,,,,,
4766,39,19,False,0.9428830742835999,,,,,,
4768,65,24,False,0.7186270952224731,,,,,,
4769,45,28,False,0.9348836541175842,,,,,,
4773,13,22,False,0.9140996932983398,,,,,,
4780,32,29,False,0.971738874912262,,,,,,
4781,45,19,False,0.8497357964515686,,,,,,
4782,55,27,False,0.9043149352073669,,,,,,
4785,27,27,False,0.8138949275016785,,,,,,
4786,46,31,False,0.9032540321350098,,,,,,
4787,23,26,False,0.9216569066047668,,,,,,
4788,96,100,False,0.6916316151618958,,,,,,
4792,49,28,False,0.9791517853736877,,,,,,
4793,72,12,False,0.7271122336387634,,,,,,
4794,57,19,False,0.8698492646217346,,,,,,
4797,23,37,False,0.7411368489265442,,,,,,
4803,44,37,False,0.7206240892410278,,,,,,
4804,55,26,False,0.8915677070617676,,,,,,
4806,22,32,False,0.7694835662841797,,,,,,
4808,45,29,False,0.7302980422973633,,,,,,
4809,41,46,False,0.539406955242157,,,,,,
4812,44,27,False,0.8561552166938782,,,,,,
4814,74,23,True,0.9383174777030945,66.0,74.0,True,False,4.5,46.5
4819,45,32,False,0.7234394550323486,,,,,,
4822,30,15,False,0.9309770464897156,,,,,,
4823,67,28,False,0.7259761095046997,,,,,,
4826,75,28,False,0.5582452416419983,,,,,,
4829,41,30,False,0.6671127676963806,,,,,,
4841,32,27,False,0.5176785588264465,,,,,,
4843,47,35,False,0.7384175658226013,,,,,,
4849,49,29,False,0.6008527278900146,,,,,,
4852,43,30,False,0.7167342901229858,,,,,,
4853,79,23,False,0.6542543172836304,,,,,,
4854,35,46,True,0.8313256502151489,33.0,41.0,True,False,1.5,9.5
4858,43,18,False,0.5821921825408936,,,,,,
4859,29,29,True,0.8742204904556274,28.0,36.0,True,True,2.5,2.5
4860,47,32,False,0.692173957824707,,,,,,
4862,51,34,False,0.6442117691040039,,,,,,
4863,29,28,False,0.9305320978164673,,,,,,
4865,25,18,False,0.9844092726707458,,,,,,
4866,48,15,False,0.9483053088188171,,,,,,
4867,55,27,False,0.6903160810470581,,,,,,
4869,46,29,False,0.6664716005325317,,,,,,
4870,32,23,False,0.9678024649620056,,,,,,
4873,38,41,False,0.777799665927887,,,,,,
4877,20,25,True,0.9876154661178589,75.0,83.0,False,False,58.5,53.5
4878,39,24,False,0.7734377980232239,,,,,,
4879,43,30,False,0.9297921657562256,,,,,,
4881,47,18,False,0.9533408284187317,,,,,,
4883,25,26,True,0.9053969979286194,25.0,33.0,True,True,3.5,2.5
4886,40,22,False,0.9315698742866516,,,,,,
4889,48,17,False,0.9363957643508911,,,,,,
4890,49,21,False,0.8770836591720581,,,,,,
4891,52,25,False,0.7364673018455505,,,,,,
4892,25,18,False,0.6586810350418091,,,,,,
4893,55,29,True,0.963702380657196,54.0,62.0,True,False,2.5,28.5
4896,21,22,False,0.795084536075592,,,,,,
4899,93,39,False,0.584115743637085,,,,,,
4901,32,33,False,0.759033203125,,,,,,
4902,44,27,False,0.759757936000824,,,,,,
4905,43,29,False,0.6645972728729248,,,,,,
4909,66,15,False,0.6715142726898193,,,,,,
4910,40,33,False,0.8301176428794861,,,,,,
4911,20,21,False,0.9527595043182373,,,,,,
4912,34,31,False,0.5451393723487854,,,,,,
4913,52,27,False,0.561358630657196,,,,,,
4916,48,22,False,0.8972879648208618,,,,,,
4921,24,21,False,0.9138824343681335,,,,,,
4925,26,26,True,0.9258425235748291,24.0,32.0,True,True,1.5,1.5
4927,56,29,False,0.8129008412361145,,,,,,
4934,81,29,False,0.8335856199264526,,,,,,
4940,61,28,False,0.6352448463439941,,,,,,
4941,45,26,False,0.7875103950500488,,,,,,
4946,40,20,False,0.642582893371582,,,,,,
4948,55,40,False,0.5086950063705444,,,,,,
4952,58,28,False,0.5998462438583374,,,,,,
4957,19,23,False,0.9248384237289429,,,,,,
4960,45,29,False,0.7813131809234619,,,,,,
4965,47,29,False,0.8513607382774353,,,,,,
4967,40,18,False,0.9757750034332275,,,,,,
4968,44,24,False,0.797931969165802,,,,,,
4973,24,21,False,0.9910774230957031,,,,,,
4974,48,3,False,0.7353609800338745,,,,,,
4975,46,12,False,0.7609170079231262,,,,,,
4981,53,33,False,0.7000138759613037,,,,,,
4983,44,29,False,0.6284061670303345,,,,,,
4984,47,30,True,0.9192661643028259,61.0,69.0,False,False,17.5,34.5
4986,86,17,False,0.7253150939941406,,,,,,
4987,34,29,False,0.9231049418449402,,,,,,
4988,21,33,False,0.7535364627838135,,,,,,
4991,14,24,False,0.9643107056617737,,,,,,
4992,33,28,False,0.9871446490287781,,,,,,
4997,67,22,True,0.8253854513168335,65.0,73.0,True,False,1.5,46.5
4998,45,23,False,0.713047981262207,,,,,,
5000,49,87,False,0.5690748691558838,,,,,,
5008,59,28,False,0.8579919338226318,,,,,,
5009,59,35,True,0.9304460883140564,58.0,66.0,True,False,2.5,26.5
5010,23,24,False,0.8100417852401733,,,,,,
5014,49,31,True,0.9418312311172485,48.0,56.0,True,False,2.5,20.5
5016,73,4,False,0.8464604020118713,,,,,,
5017,86,13,False,0.9220795035362244,,,,,,
5018,43,26,False,0.9359960556030273,,,,,,
5026,62,29,False,0.8842931389808655,,,,,,
5028,39,26,False,0.9736459255218506,,,,,,
5030,24,22,False,0.970741331577301,,,,,,
5031,49,26,False,0.5797414779663086,,,,,,
5032,18,22,False,0.8707293272018433,,,,,,
5035,41,24,False,0.9736819863319397,,,,,,
5037,35,24,False,0.911690354347229,,,,,,
5041,42,29,False,0.8840849995613098,,,,,,
5045,43,22,False,0.7606286406517029,,,,,,
5048,49,24,False,0.6685056686401367,,,,,,
5050,34,33,False,0.6473698616027832,,,,,,
5051,57,19,False,0.6207950115203857,,,,,,
5052,62,28,False,0.6160908341407776,,,,,,
5059,34,26,False,0.8564466238021851,,,,,,
5067,47,29,False,0.8115004897117615,,,,,,
5069,27,31,False,0.5670307278633118,,,,,,
5070,39,20,False,0.6908688545227051,,,,,,
5071,41,27,False,0.7811761498451233,,,,,,
5072,65,93,False,0.9288404583930969,,,,,,
5075,40,26,False,0.5225010514259338,,,,,,
5079,56,34,True,0.7727336287498474,55.0,63.0,True,False,2.5,24.5
5082,19,30,False,0.6743190288543701,,,,,,
5084,61,15,False,0.9272336959838867,,,,,,
5085,40,28,False,0.5723845958709717,,,,,,
5086,34,30,False,0.9748495817184448,,,,,,
5088,43,28,False,0.7010547518730164,,,,,,
5091,14,20,True,0.9423689842224121,12.0,20.0,True,True,1.5,4.5
5094,40,24,False,0.991060197353363,,,,,,
5095,41,18,False,0.8072279095649719,,,,,,
5096,56,0,False,0.8194903135299683,,,,,,
5099,45,13,False,0.7423965930938721,,,,,,
5107,36,30,False,0.840645968914032,,,,,,
5108,42,23,False,0.9326463937759399,,,,,,
5111,43,27,False,0.7385214567184448,,,,,,
5119,42,32,False,0.5674824714660645,,,,,,
5121,24,21,False,0.9032707810401917,,,,,,
5125,49,28,False,0.6349996328353882,,,,,,
5126,19,31,False,0.8439748883247375,,,,,,
5127,22,38,False,0.8133940696716309,,,,,,
5129,47,29,False,0.6928208470344543,,,,,,
5132,44,30,False,0.8438050746917725,,,,,,
5134,16,12,False,0.8872068524360657,,,,,,
5136,70,25,False,0.5190280675888062,,,,,,
5138,53,23,True,0.8376544713973999,52.0,60.0,True,False,2.5,32.5
5140,19,31,False,0.9637641310691833,,,,,,
5142,42,43,False,0.8736034631729126,,,,,,
5145,54,28,False,0.7575169205665588,,,,,,
5146,55,25,False,0.9098394513130188,,,,,,
5147,43,25,False,0.6142129898071289,,,,,,
5149,52,15,False,0.6799226403236389,,,,,,
5150,21,17,False,0.9097487926483154,,,,,,
5152,39,34,True,0.9373350739479065,38.0,46.0,True,False,2.5,7.5
5153,52,23,False,0.8809456825256348,,,,,,
5158,29,26,False,0.9669209718704224,,,,,,
5161,61,25,False,0.5705517530441284,,,,,,
5162,63,38,False,0.5522316098213196,,,,,,
5163,43,29,False,0.6580184102058411,,,,,,
5168,48,97,False,0.6789698004722595,,,,,,
5170,31,33,False,0.9520085453987122,,,,,,
5173,40,25,False,0.7682102918624878,,,,,,
5174,43,21,False,0.9222966432571411,,,,,,
5178,35,24,False,0.8567798137664795,,,,,,
5181,59,20,False,0.7358701229095459,,,,,,
5183,55,27,False,0.976780354976654,,,,,,
5185,81,23,False,0.7876103520393372,,,,,,
5187,44,17,False,0.7084104418754578,,,,,,
5188,37,21,False,0.771202564239502,,,,,,
5189,41,28,False,0.8115742206573486,,,,,,
5199,22,18,False,0.7431129813194275,,,,,,
5203,39,50,False,0.7703598737716675,,,,,,
5204,36,25,False,0.983030378818512,,,,,,
5205,41,25,False,0.7806520462036133,,,,,,
5207,50,30,False,0.8987035155296326,,,,,,
5210,45,28,False,0.9323614835739136,,,,,,
5211,30,26,False,0.8652374148368835,,,,,,
5213,37,27,False,0.9742366075515747,,,,,,
5214,80,32,False,0.9205894470214844,,,,,,
5215,51,12,False,0.5743553042411804,,,,,,
5217,22,17,False,0.9124014377593994,,,,,,
5218,42,30,False,0.5346096158027649,,,,,,
5219,45,28,False,0.7001487612724304,,,,,,
5221,40,27,False,0.9640814661979675,,,,,,
5222,55,31,False,0.7650241851806641,,,,,,
5223,41,32,False,0.7829760909080505,,,,,,
5228,29,29,True,0.9343385100364685,27.0,35.0,True,True,1.5,1.5
5229,31,8,False,0.9463290572166443,,,,,,
5233,40,25,False,0.9927954077720642,,,,,,
5237,18,14,False,0.9321954846382141,,,,,,
5239,31,32,False,0.5814975500106812,,,,,,
5245,48,12,True,0.9577473402023315,47.0,55.0,True,False,2.5,38.5
5246,48,31,False,0.9164751768112183,,,,,,
5247,38,27,False,0.8234953880310059,,,,,,
5252,48,33,False,0.7738789319992065,,,,,,
5253,51,99,False,0.7966032028198242,,,,,,
5256,45,29,False,0.801014244556427,,,,,,
5259,45,24,False,0.6302787661552429,,,,,,
5261,45,24,False,0.677047073841095,,,,,,
5268,57,26,False,0.9670978784561157,,,,,,
5270,52,28,False,0.5224812626838684,,,,,,
5276,38,22,False,0.6157683730125427,,,,,,
5280,64,22,True,0.937490701675415,24.0,32.0,False,True,36.5,5.5
5284,33,28,False,0.9438566565513611,,,,,,
5296,58,23,False,0.7928926348686218,,,,,,
5300,53,19,False,0.6445414423942566,,,,,,
5302,37,38,True,0.7041254043579102,36.0,44.0,True,True,2.5,1.5
5305,32,100,False,0.8976657390594482,,,,,,
5312,57,34,False,0.6521387696266174,,,,,,
5314,55,26,False,0.5402560234069824,,,,,,
5315,85,23,False,0.7202996015548706,,,,,,
5318,33,26,False,0.8732417225837708,,,,,,
5319,37,28,False,0.637697696685791,,,,,,
5327,75,19,False,0.5894513130187988,,,,,,
5330,46,32,False,0.65018230676651,,,,,,
5335,39,33,False,0.6160709261894226,,,,,,
5336,42,27,False,0.539725124835968,,,,,,
5337,47,27,False,0.9239663481712341,,,,,,
5344,48,32,False,0.9473831653594971,,,,,,
5345,51,22,False,0.9194349050521851,,,,,,
5348,32,32,False,0.7675690054893494,,,,,,
5350,53,26,False,0.7237359881401062,,,,,,
5351,51,37,False,0.870206892490387,,,,,,
5352,43,28,False,0.6730596423149109,,,,,,
5353,83,24,False,0.5690858364105225,,,,,,
5354,72,28,False,0.7391943335533142,,,,,,
5356,53,27,False,0.6337437629699707,,,,,,
5358,46,33,False,0.848923921585083,,,,,,
5360,29,22,False,0.9693695306777954,,,,,,
5362,40,40,False,0.689203143119812,,,,,,
5364,20,25,False,0.9611983895301819,,,,,,
5365,49,24,False,0.5915452837944031,,,,,,
5366,51,32,False,0.6042351722717285,,,,,,
5367,21,27,False,0.8826707601547241,,,,,,
5369,56,33,False,0.5045008659362793,,,,,,
5372,69,16,False,0.7664455771446228,,,,,,
5374,50,29,False,0.8283168077468872,,,,,,
5376,49,27,True,0.9703655242919922,48.0,56.0,True,False,2.5,24.5
5380,48,35,False,0.6853922009468079,,,,,,
5385,65,25,False,0.544491708278656,,,,,,
5389,46,33,False,0.9115161895751953,,,,,,
5394,43,17,False,0.9722946286201477,,,,,,
5397,63,32,False,0.8087465763092041,,,,,,
5401,30,18,False,0.9606274366378784,,,,,,
5402,40,25,False,0.6645649075508118,,,,,,
5403,31,20,False,0.9924019575119019,,,,,,
5404,96,30,False,0.8152763247489929,,,,,,
5405,47,10,False,0.6194341778755188,,,,,,
5406,50,47,False,0.8967583179473877,,,,,,
5408,66,14,False,0.7698771357536316,,,,,,
5409,52,32,False,0.8205853700637817,,,,,,
5411,62,24,False,0.6537371873855591,,,,,,
5412,43,24,False,0.9777677655220032,,,,,,
5413,42,32,False,0.7754837870597839,,,,,,
5414,15,24,False,0.9917250871658325,,,,,,
5418,47,23,False,0.5082269310951233,,,,,,
5421,23,22,False,0.7130780816078186,,,,,,
5422,50,28,False,0.527228593826294,,,,,,
5424,16,25,False,0.6297304630279541,,,,,,
5425,79,30,False,0.8486579656600952,,,,,,
5426,40,26,False,0.9845536947250366,,,,,,
5427,20,21,False,0.8983947038650513,,,,,,
5429,51,3,False,0.8087358474731445,,,,,,
5436,28,25,False,0.9230782389640808,,,,,,
5439,50,18,False,0.8145328164100647,,,,,,
5442,45,34,False,0.7620776891708374,,,,,,
5443,51,28,False,0.7852476835250854,,,,,,
5447,27,24,False,0.8885596394538879,,,,,,
5448,68,38,False,0.5954431891441345,,,,,,
5451,56,32,False,0.5310488343238831,,,,,,
5453,44,21,False,0.7801831960678101,,,,,,
5460,42,28,False,0.9015642404556274,,,,,,
5461,80,21,False,0.8426200747489929,,,,,,
5464,49,19,False,0.7622119784355164,,,,,,
5471,37,26,False,0.8557029962539673,,,,,,
5472,51,27,False,0.9510370492935181,,,,,,
5473,42,32,False,0.5743223428726196,,,,,,
5475,44,33,False,0.6312655806541443,,,,,,
5477,53,27,False,0.7676864266395569,,,,,,
5479,50,32,False,0.8974500894546509,,,,,,
5480,61,16,False,0.8053467273712158,,,,,,
5482,38,22,False,0.9905543923377991,,,,,,
5490,46,26,False,0.7375092506408691,,,,,,
5491,34,22,False,0.9933138489723206,,,,,,
5495,40,34,False,0.9592177867889404,,,,,,
5496,22,31,False,0.7747517228126526,,,,,,
5497,50,23,False,0.9249314069747925,,,,,,
5498,78,17,False,0.710141658782959,,,,,,
5500,38,12,False,0.8457867503166199,,,,,,
5501,54,29,False,0.967203676700592,,,,,,
5502,92,24,False,0.7282665967941284,,,,,,
5508,45,29,False,0.5608749985694885,,,,,,
5509,48,27,False,0.6982123255729675,,,,,,
5511,59,36,False,0.611408531665802,,,,,,
5512,9,25,False,0.9850324392318726,,,,,,
5513,23,31,False,0.7216734290122986,,,,,,
5517,65,29,True,0.6968111395835876,64.0,72.0,True,False,2.5,38.5
5519,42,33,False,0.5691621899604797,,,,,,
5520,44,29,False,0.9613606333732605,,,,,,
5525,97,24,False,0.8289396166801453,,,,,,
5526,66,27,False,0.9476364850997925,,,,,,
5528,35,23,False,0.9764385223388672,,,,,,
5530,43,29,False,0.7437819838523865,,,,,,
5533,16,28,False,0.9631091952323914,,,,,,
5534,37,29,False,0.6542512774467468,,,,,,
5538,61,26,False,0.902104377746582,,,,,,
5539,33,25,False,0.7772994041442871,,,,,,
5540,39,29,False,0.5722835659980774,,,,,,
5541,86,28,False,0.5614268779754639,,,,,,
5544,54,17,False,0.9001954197883606,,,,,,
5546,48,23,False,0.7932535409927368,,,,,,
5547,48,18,False,0.516382098197937,,,,,,
5548,38,25,True,0.8310570120811462,70.0,78.0,False,False,35.5,48.5
5549,100,24,False,0.5023666024208069,,,,,,
5550,54,24,False,0.8147399425506592,,,,,,
5551,48,48,False,0.629728376865387,,,,,,
5552,34,24,False,0.6515172123908997,,,,,,
5553,49,25,False,0.5449085831642151,,,,,,
5554,39,26,False,0.9622884392738342,,,,,,
5558,40,2,False,0.8438273072242737,,,,,,
5559,44,25,False,0.7879379987716675,,,,,,
5564,33,23,False,0.9279959201812744,,,,,,
5574,29,26,False,0.8779175281524658,,,,,,
5578,40,33,False,0.7197906970977783,,,,,,
5579,26,28,False,0.9780666828155518,,,,,,
5581,40,29,False,0.7970021963119507,,,,,,
5582,31,28,True,0.8792102932929993,30.0,38.0,True,True,2.5,5.5
5583,31,31,False,0.9195656776428223,,,,,,
5587,54,30,False,0.6096087098121643,,,,,,
5594,36,31,True,0.9686001539230347,35.0,43.0,True,False,2.5,7.5
5595,46,26,False,0.9143555760383606,,,,,,
5597,47,30,False,0.8569382429122925,,,,,,
5598,36,6,False,0.8530452251434326,,,,,,
5599,52,31,False,0.9885745644569397,,,,,,
5600,69,25,False,0.7364951968193054,,,,,,
5602,42,33,False,0.7521150708198547,,,,,,
5603,93,27,False,0.7982219457626343,,,,,,
5606,41,29,False,0.7866264581680298,,,,,,
5607,26,24,False,0.8151560425758362,,,,,,
5608,77,33,False,0.5336453318595886,,,,,,
5611,37,26,False,0.980471134185791,,,,,,
5621,48,32,False,0.8579522967338562,,,,,,
5622,93,23,False,0.6121418476104736,,,,,,
5623,28,24,False,0.8862079381942749,,,,,,
5627,40,21,False,0.6704117059707642,,,,,,
5628,35,29,False,0.7582764625549316,,,,,,
5633,70,29,False,0.5815446376800537,,,,,,
5639,22,20,False,0.7610170245170593,,,,,,
5642,34,23,False,0.8563823103904724,,,,,,
5645,30,22,False,0.6513257622718811,,,,,,
5649,43,22,False,0.7461927533149719,,,,,,
5653,39,35,False,0.887015163898468,,,,,,
5655,45,22,False,0.7821527123451233,,,,,,
5656,39,23,False,0.5761010050773621,,,,,,
5663,25,25,True,0.9698584079742432,25.0,33.0,True,True,3.5,3.5
5664,42,36,False,0.8659627437591553,,,,,,
5669,36,29,False,0.9380786418914795,,,,,,
5673,39,21,False,0.9366159439086914,,,,,,
5674,46,26,False,0.8067695498466492,,,,,,
5676,31,27,False,0.7616752982139587,,,,,,
5683,44,34,True,0.9444357752799988,43.0,51.0,True,False,2.5,12.5
5688,46,22,False,0.8719378709793091,,,,,,
5692,61,21,False,0.551730215549469,,,,,,
5693,42,27,False,0.8152737617492676,,,,,,
5695,60,24,True,0.9577943086624146,59.0,67.0,True,False,2.5,38.5
5700,45,19,False,0.8524327874183655,,,,,,
5701,21,19,False,0.821744441986084,,,,,,
5702,67,23,False,0.7456557154655457,,,,,,
5704,61,28,False,0.5929419994354248,,,,,,
5706,34,24,False,0.9805948138237,,,,,,
5707,52,25,False,0.802102267742157,,,,,,
5710,49,29,False,0.718220591545105,,,,,,
5714,45,31,False,0.585602343082428,,,,,,
5718,32,29,False,0.8230857849121094,,,,,,
5722,63,28,False,0.5099864602088928,,,,,,
5726,33,30,False,0.6091110706329346,,,,,,
5729,14,29,False,0.6274606585502625,,,,,,
5733,40,29,False,0.9163932800292969,,,,,,
5738,57,46,False,0.8226845860481262,,,,,,
5739,43,15,False,0.734874963760376,,,,,,
5740,30,29,False,0.708125114440918,,,,,,
5741,25,21,False,0.9783061146736145,,,,,,
5751,38,26,False,0.9839233756065369,,,,,,
5752,39,28,False,0.8240967988967896,,,,,,
5753,43,33,True,0.7071029543876648,12.0,20.0,False,False,27.5,17.5
5754,55,40,False,0.6477046012878418,,,,,,
5755,43,32,True,0.8871861100196838,23.0,31.0,False,True,16.5,5.5
5757,48,20,False,0.9543766379356384,,,,,,
5758,37,38,False,0.8486708998680115,,,,,,
5762,49,25,False,0.7537388801574707,,,,,,
5764,80,36,False,0.5894514918327332,,,,,,
5766,49,24,False,0.8776617050170898,,,,,,
5769,47,4,False,0.6099358797073364,,,,,,
5771,47,14,False,0.5669286251068115,,,,,,
5772,41,36,False,0.5192561745643616,,,,,,
5775,46,27,False,0.9269731044769287,,,,,,
5782,62,43,False,0.5233457088470459,,,,,,
5786,35,24,False,0.6153926849365234,,,,,,
5789,20,19,False,0.8592828512191772,,,,,,
5791,50,27,False,0.538158655166626,,,,,,
5793,51,16,False,0.896170437335968,,,,,,
5794,81,28,False,0.956613302230835,,,,,,
5796,40,29,False,0.954963743686676,,,,,,
5797,61,25,False,0.8547261357307434,,,,,,
5801,47,26,False,0.5544704794883728,,,,,,
5802,47,12,False,0.7404252886772156,,,,,,
5804,44,27,True,0.9364429116249084,43.0,51.0,True,False,2.5,19.5
5809,42,31,False,0.8474026918411255,,,,,,
5815,67,40,False,0.5292061567306519,,,,,,
5816,38,30,False,0.5235784649848938,,,,,,
5819,39,22,False,0.8259519934654236,,,,,,
5822,55,13,True,0.9349936842918396,54.0,62.0,True,False,2.5,44.5
5824,50,32,False,0.6276808381080627,,,,,,
5825,63,30,False,0.6894428730010986,,,,,,
5829,59,29,True,0.626616358757019,12.0,20.0,False,False,43.5,13.5
5831,45,28,False,0.5499666333198547,,,,,,
5835,47,0,False,0.6134753823280334,,,,,,
5842,20,26,False,0.7002881765365601,,,,,,
5843,40,14,False,0.6733605265617371,,,,,,
5844,51,24,False,0.5342462658882141,,,,,,
5847,57,14,False,0.8570782542228699,,,,,,
5850,34,23,False,0.9384486079216003,,,,,,
5851,53,21,False,0.7399846911430359,,,,,,
5854,33,24,True,0.9952651262283325,32.0,40.0,True,False,2.5,11.5
5858,46,13,False,0.918520987033844,,,,,,
5860,27,100,False,0.8206287026405334,,,,,,
5861,58,33,False,0.9339000582695007,,,,,,
5863,17,15,False,0.9475224614143372,,,,,,
5864,37,26,False,0.7707661390304565,,,,,,
5865,35,28,False,0.9383776187896729,,,,,,
5870,47,9,False,0.5999024510383606,,,,,,
5875,46,28,False,0.9169727563858032,,,,,,
5876,42,23,False,0.7203680276870728,,,,,,
5878,41,30,False,0.5084649324417114,,,,,,
5879,29,27,False,0.8872629404067993,,,,,,
5880,44,100,False,0.7679587006568909,,,,,,
5881,36,25,False,0.5819758176803589,,,,,,
5883,47,32,False,0.878211498260498,,,,,,
5887,65,26,False,0.5960147380828857,,,,,,
5888,43,20,False,0.5328656435012817,,,,,,
5891,36,30,False,0.7790535092353821,,,,,,
5895,39,24,False,0.8218562602996826,,,,,,
5901,33,27,False,0.7915961742401123,,,,,,
5905,46,26,False,0.6409444808959961,,,,,,
5906,50,26,False,0.7093615531921387,,,,,,
5907,27,31,False,0.8510839939117432,,,,,,
5909,100,23,False,0.7704805135726929,,,,,,
5910,56,25,False,0.7170352339744568,,,,,,
5912,74,19,False,0.6356501579284668,,,,,,
5920,37,14,False,0.6870883703231812,,,,,,
5921,54,10,False,0.8343638181686401,,,,,,
5931,59,30,False,0.6369754672050476,,,,,,
5932,56,24,False,0.8661609888076782,,,,,,
5934,35,34,False,0.708694577217102,,,,,,
5936,42,9,False,0.8929488658905029,,,,,,
5939,47,29,False,0.981376588344574,,,,,,
5940,35,31,False,0.5395752191543579,,,,,,
5943,47,31,False,0.7195050120353699,,,,,,
5945,22,30,False,0.6295173764228821,,,,,,
5949,43,37,False,0.6256690621376038,,,,,,
5951,48,23,False,0.7435358762741089,,,,,,
5952,35,32,False,0.9492919445037842,,,,,,
5953,42,15,False,0.863187313079834,,,,,,
5955,11,16,False,0.8135541677474976,,,,,,
5960,27,24,False,0.9608866572380066,,,,,,
5962,84,30,False,0.7736034989356995,,,,,,
5964,23,21,False,0.8949146866798401,,,,,,
5967,41,36,False,0.7630066871643066,,,,,,
5973,44,25,False,0.9583709239959717,,,,,,
5974,39,28,False,0.8260287046432495,,,,,,
5975,51,23,False,0.5463781356811523,,,,,,
5977,51,30,False,0.7992177605628967,,,,,,
5982,38,31,False,0.8677384257316589,,,,,,
5985,35,28,False,0.9452473521232605,,,,,,
5988,21,17,False,0.9338172078132629,,,,,,
5990,44,18,False,0.9545904994010925,,,,,,
5992,41,28,False,0.9585440158843994,,,,,,
5993,64,21,False,0.563022255897522,,,,,,
5995,44,17,False,0.8562825322151184,,,,,,
5998,33,29,False,0.581754744052887,,,,,,
5999,40,35,False,0.5216147899627686,,,,,,
6005,63,32,False,0.737593948841095,,,,,,
6006,75,26,False,0.9720041751861572,,,,,,
6008,37,28,False,0.8692537546157837,,,,,,
6009,39,26,False,0.6875153183937073,,,,,,
6012,41,30,False,0.6972967982292175,,,,,,
6014,47,27,False,0.7398977875709534,,,,,,
6017,43,27,False,0.8731638193130493,,,,,,
6018,33,21,False,0.9347947835922241,,,,,,
6019,48,22,False,0.8294860124588013,,,,,,
6022,43,19,False,0.8926569223403931,,,,,,
6025,35,26,False,0.9181210994720459,,,,,,
6026,48,29,False,0.654413104057312,,,,,,
6027,42,23,False,0.7870165705680847,,,,,,
6029,45,33,False,0.8224002122879028,,,,,,
6030,21,23,False,0.9038147926330566,,,,,,
6041,34,18,False,0.9238459467887878,,,,,,
6043,40,23,False,0.9948010444641113,,,,,,
6045,49,16,False,0.8835411071777344,,,,,,
6046,61,18,False,0.8339754343032837,,,,,,
6047,42,17,False,0.7059054374694824,,,,,,
6048,29,31,False,0.8933883309364319,,,,,,
